ID,Japanese_Text,English_Text,Japanese_Female_Sound,Japanese_Male_Sound
lesson_ja_l19_0,ちょっと話せる？,Got a minute to talk?,,
lesson_ja_l19_1,水もらえますか。,Could I get some water?,,
lesson_ja_l19_2,明日、必要？,Do you need it tomorrow?,,
lesson_ja_l19_3,場合によるね。,"Depends, really.",,
lesson_ja_l19_v0,ほう,oh? huh (impressed),,
lesson_ja_l19_v1,水,water (cold),,
lesson_ja_l19_v2,明日,tomorrow,,
lesson_ja_l19_v3,うわ,whoa; ugh,,
lesson_ja_l19_v4,ため,good; advantage; benefit,,
lesson_ja_l19_v5,大学,university; college; former central university of Kyoto (established under the ritsuryo system for the training of government administrators),,
lesson_ja_l19_v6,話す,to talk; to speak; to converse,,
lesson_ja_l19_v7,問題,a problem; a question,,
lesson_ja_l19_v8,しゃべる,to talk; to chat; to chatter,,
lesson_ja_l19_v9,教える,to teach; to tell,,
lesson_ja_l19_v10,上がる,"to go up, to rise",,
lesson_ja_l19_v11,因る,to depend on; to be due to,,
lesson_ja_l19_v12,取れる,"to come off; to be removed; to disappear (of pain, a fever, etc.)",,
lesson_ja_l19_v13,ちょうど,exactly; precisely; just,,
lesson_ja_l19_v14,強い,strong; potent; competent,,
lesson_ja_l19_v15,四十,forty; 40,,
lesson_ja_l19_v16,必要,necessary,,
lesson_ja_l19_v17,送る,to send; to see someone off,,
lesson_ja_l19_d0,ちょっと教えて。ここ、どうなってる？,Show me a sec — what's going on here?,,
lesson_ja_l19_d1,あー、それ問題ないよ。,"Ah, that's not a problem.",,
lesson_ja_l19_d2,ほんと？,Really?,,
lesson_ja_l19_d3,うん。まあ、場合によるけど。,"Yeah. Well — depends, mind you.",,
lesson_ja_l20_0,バスで行く？,Shall we take the bus?,,
lesson_ja_l20_1,それ嘘でしょ。,You're having me on.,,
lesson_ja_l20_2,びっくりした。,You startled me.,,
lesson_ja_l20_3,もう時間なくなった。,We've run out of time.,,
lesson_ja_l20_v0,バス,bus,,
lesson_ja_l20_v1,頭,head; hair (on one's head); mind,,
lesson_ja_l20_v2,嘘,lie; fib; falsehood,,
lesson_ja_l20_v3,パン,bread; pastries (e.g. croissants); pastry-based products,,
lesson_ja_l20_v4,高校,senior high school; high school,,
lesson_ja_l20_v5,半,half; semi-; half-past,,
lesson_ja_l20_v6,場合,"a case, a situation",,
lesson_ja_l20_v7,電話,telephone call; phone call; telephone (device),,
lesson_ja_l20_v8,死ぬ,to die; to pass away; to lose spirit,,
lesson_ja_l20_v9,あちら,that way over there; he/she (polite),,
lesson_ja_l20_v10,もちろん,of course,,
lesson_ja_l20_v11,なくなる,to run out; to be gone,,
lesson_ja_l20_v12,なかなか,quite; not easily (with neg),,
lesson_ja_l20_v13,六十,sixty,,
lesson_ja_l20_v14,びっくり,to be surprised; to be amazed; to be frightened,,
lesson_ja_l20_v15,店,a shop,,
lesson_ja_l20_v16,うんと,a lot; way more,,
lesson_ja_l20_v17,千,"1,000; thousand",,
lesson_ja_l20_d0,電話した？,Did you ring them?,,
lesson_ja_l20_d1,もちろん。でも出なかった。,"Course I did. No answer, though.",,
lesson_ja_l20_d2,えー、店もう閉まってる？,Huh — is the shop shut already?,,
lesson_ja_l20_d3,六時半までって書いてあった。,It said until half six.,,
lesson_ja_l21_0,これ、お願いします。,"This one, please.",,
lesson_ja_l21_1,ちょっと辛いな。,That's a bit rough.,,
lesson_ja_l21_2,色、変えられる？,Can the colour be changed?,,
lesson_ja_l21_3,去年より少ないね。,Fewer than last year.,,
lesson_ja_l21_v0,頼む,to ask a favour; to order,,
lesson_ja_l21_v1,去年,last year,,
lesson_ja_l21_v2,さも,as if; just as though,,
lesson_ja_l21_v3,時代,"an era, the times",,
lesson_ja_l21_v4,受ける,to receive; to take (a test),,
lesson_ja_l21_v5,少ない,"few, not much",,
lesson_ja_l21_v6,形,"a shape, a form",,
lesson_ja_l21_v7,仕様,way of doing; spec,,
lesson_ja_l21_v8,合う,"to fit, to match, to suit",,
lesson_ja_l21_v9,近い,"near, close",,
lesson_ja_l21_v10,味,flavor; flavour; taste,,
lesson_ja_l21_v11,やん,isn't it? right? (Kansai),,
lesson_ja_l21_v12,辛い,painful; bitter; heart-breaking,,
lesson_ja_l21_v13,少し,small quantity; little; few,,
lesson_ja_l21_v14,彼,he; him; boyfriend,,
lesson_ja_l21_v15,ばかり,only; merely; nothing but,,
lesson_ja_l21_v16,変える,to change (something),,
lesson_ja_l21_v17,色,a colour,,
lesson_ja_l21_d0,ちょっと頼んでいい？,Can I ask you a favour?,,
lesson_ja_l21_d1,うん、なに？,"Yeah, what?",,
lesson_ja_l21_d2,時間、少し変えられる？,Could we shift the time a bit?,,
lesson_ja_l21_d3,大丈夫やん。近いし。,"Sure, no problem. It's close anyway.",,
lesson_ja_l22_0,もう決めた？,Have you decided yet?,,
lesson_ja_l22_1,失礼します。,Excuse me — I'll be off.,,
lesson_ja_l22_2,気持ちわかるよ。,I know the feeling.,,
lesson_ja_l22_3,駅まで歩こう。,Let's walk to the station.,,
lesson_ja_l22_v0,若い,young,,
lesson_ja_l22_v1,言葉,language; dialect; word,,
lesson_ja_l22_v2,あんな,that kind of; like that,,
lesson_ja_l22_v3,大事,"important, precious",,
lesson_ja_l22_v4,へ,a fart,,
lesson_ja_l22_v5,夜,"night, evening",,
lesson_ja_l22_v6,おかしい,odd; funny,,
lesson_ja_l22_v7,決まる,to be decided,,
lesson_ja_l22_v8,ビール,beer,,
lesson_ja_l22_v9,動く,to move,,
lesson_ja_l22_v10,駅,railway station; train station; staging post on a highway (in pre-modern Japan),,
lesson_ja_l22_v11,どんどん,drumming (noise); beating; pounding,,
lesson_ja_l22_v12,基本,basics; fundamentals; basis,,
lesson_ja_l22_v13,決める,to decide,,
lesson_ja_l22_v14,失礼,rude; excuse me,,
lesson_ja_l22_v15,いくら,how much; however much,,
lesson_ja_l22_v16,気持ち,"a feeling, a mood",,
lesson_ja_l22_v17,酒,alcohol; sake,,
lesson_ja_l22_d0,夜、駅の前でいい？,"Front of the station tonight, alright?",,
lesson_ja_l22_d1,いいよ。何時にする？,Sure. What time shall we say?,,
lesson_ja_l22_d2,八時。もう決まりね。,"Eight. That's settled, then.",,
lesson_ja_l22_d3,じゃあビール一杯だけな。,"Just the one beer, mind.",,
lesson_ja_l23_0,初めて来た。,It's my first time here.,,
lesson_ja_l23_1,ちょっと面倒くさい。,It's a bit of a faff.,,
lesson_ja_l23_2,体大丈夫？,Are you feeling alright?,,
lesson_ja_l23_3,場所どこだっけ。,Where was the place again?,,
lesson_ja_l23_v0,呼ぶ,to call out (to); to call; to invoke,,
lesson_ja_l23_v1,意外,"unexpected, surprising",,
lesson_ja_l23_v2,部,department (in an organization); division; bureau,,
lesson_ja_l23_v3,空く,"to open (e.g. doors); to open (e.g. business, etc.); to be empty",,
lesson_ja_l23_v4,親,a parent,,
lesson_ja_l23_v5,わあ,wow!; oh!; eek!,,
lesson_ja_l23_v6,初めて,for the first time,,
lesson_ja_l23_v7,面倒,trouble; bother; trouble,,
lesson_ja_l23_v8,場所,"a place, a spot",,
lesson_ja_l23_v9,部屋,room; chamber; apartment,,
lesson_ja_l23_v10,肉,flesh; meat; the physical body (as opposed to the spirit),,
lesson_ja_l23_v11,見せる,to show,,
lesson_ja_l23_v12,体,a body,,
lesson_ja_l23_v13,奥,"the back, the depths",,
lesson_ja_l23_v14,始める,to start (something),,
lesson_ja_l23_v15,落ちる,"to fall, to drop",,
lesson_ja_l23_v16,爺,old man; grandpa,,
lesson_ja_l23_v17,甘い,sweet; soft on someone,,
lesson_ja_l23_d0,この部屋、初めて？,First time in this room?,,
lesson_ja_l23_d1,うん。意外と広いね。,Yeah. Bigger than I expected.,,
lesson_ja_l23_d2,奥にもう一個あるよ。,There's another one out the back.,,
lesson_ja_l23_d3,へえ。ちょっと見せて。,Huh. Show me.,,
lesson_ja_l24_0,よし、やろう。,"Right, let's do it.",,
lesson_ja_l24_1,新しいの買った。,I bought a new one.,,
lesson_ja_l24_2,まだ残ってる？,Is there any left?,,
lesson_ja_l24_3,外、寒いよ。,It's cold out.,,
lesson_ja_l24_v0,回る,"to go round, to turn",,
lesson_ja_l24_v1,授業,lesson; class work; teaching,,
lesson_ja_l24_v2,開ける,to open (something),,
lesson_ja_l24_v3,要する,to require; to need,,
lesson_ja_l24_v4,今回,this time,,
lesson_ja_l24_v5,以上,and above; that’s all,,
lesson_ja_l24_v6,残る,"to be left over, to remain",,
lesson_ja_l24_v7,勉強,study,,
lesson_ja_l24_v8,いえ,no; not at all,,
lesson_ja_l24_v9,こそ,precisely; it is … that,,
lesson_ja_l24_v10,足,"leg, foot",,
lesson_ja_l24_v11,もともと,originally; by nature; from the start,,
lesson_ja_l24_v12,声,voice; singing (of a bird); chirping (of an insect),,
lesson_ja_l24_v13,研究,study; research; investigation,,
lesson_ja_l24_v14,よし,"right then, okay",,
lesson_ja_l24_v15,外,outside,,
lesson_ja_l24_v16,新しい,new,,
lesson_ja_l24_v17,客,guest; visitor; customer,,
lesson_ja_l24_d0,よし、始めよう。,Right — let's get going.,,
lesson_ja_l24_d1,えー、まだ勉強したくない。,"Ugh, I don't want to study yet.",,
lesson_ja_l24_d2,授業までもう一時間しかないよ。,There's only an hour till class.,,
lesson_ja_l24_d3,わかった、わかった。,"Alright, alright.",,
lesson_ja_l25_0,お腹すいた。,I'm hungry.,,
lesson_ja_l25_1,特に問題ないよ。,Nothing much wrong with it.,,
lesson_ja_l25_2,すぐ戻るね。,Back in a sec.,,
lesson_ja_l25_3,一つずつでいい。,One at a time is fine.,,
lesson_ja_l25_v0,料理,cooking; a dish,,
lesson_ja_l25_v1,戻る,"to go back, to return",,
lesson_ja_l25_v2,忙しい,busy,,
lesson_ja_l25_v3,階,floor; storey (counter),,
lesson_ja_l25_v4,とる,to have (e.g. lunch); to take (e.g. vitamins),,
lesson_ja_l25_v5,住む,"to live, to reside",,
lesson_ja_l25_v6,特に,"especially, in particular",,
lesson_ja_l25_v7,お腹,belly; abdomen; stomach,,
lesson_ja_l25_v8,人間,human being; human; person,,
lesson_ja_l25_v9,ずつ,apiece; each; at a time,,
lesson_ja_l25_v10,二千,two thousand,,
lesson_ja_l25_v11,どんな,what kind of,,
lesson_ja_l25_v12,どの,which; what (way),,
lesson_ja_l25_v13,押す,to push; to press; to apply pressure from above,,
lesson_ja_l25_v14,兄,older brother; elder brother,,
lesson_ja_l25_v15,実,truth; reality; sincerity,,
lesson_ja_l25_v16,機,chance; opportunity; machine,,
lesson_ja_l25_v17,わりと,fairly; relatively,,
lesson_ja_l25_d0,どこ住んでるの？,Whereabouts do you live?,,
lesson_ja_l25_d1,駅の近く。三階。,Near the station. Third floor.,,
lesson_ja_l25_d2,いいね。料理する？,Nice. Do you cook?,,
lesson_ja_l25_d3,たまに。最近忙しくて。,Now and then. Been busy lately.,,
lesson_ja_l26_0,ちょっと調べてみる。,I'll look it up.,,
lesson_ja_l26_1,寒くなってきた。,It's turning cold.,,
lesson_ja_l26_2,ほとんど終わった。,It's nearly done.,,
lesson_ja_l26_3,まったくもう。,"Honestly, you.",,
lesson_ja_l26_v0,野菜,vegetable,,
lesson_ja_l26_v1,遊ぶ,to play; to hang out,,
lesson_ja_l26_v2,ほとんど,almost all; hardly (with neg),,
lesson_ja_l26_v3,調べる,"to look up, to check",,
lesson_ja_l26_v4,まったく,completely; honestly!,,
lesson_ja_l26_v5,寒い,cold (e.g. weather); uninteresting (esp. joke); lame,,
lesson_ja_l26_v6,通る,to go by; to go past; to go along,,
lesson_ja_l26_v7,楽,comfort; ease; relief,,
lesson_ja_l26_v8,さすが,as you’d expect; impressive,,
lesson_ja_l26_v9,へん,not (Kansai negative: 行かへん),,
lesson_ja_l26_v10,暑い,hot; warm; sultry,,
lesson_ja_l26_v11,姉,older sister; elder sister,,
lesson_ja_l26_v12,座る,to sit down,,
lesson_ja_l26_v13,着る,to wear (upper body),,
lesson_ja_l26_v14,走る,to run,,
lesson_ja_l26_v15,音,"a sound, a noise",,
lesson_ja_l26_v16,八十,eighty,,
lesson_ja_l26_v17,でかい,huge; massive (casual),,
lesson_ja_l26_d0,今日、暑くない？,Isn't it hot today?,,
lesson_ja_l26_d1,めっちゃ暑い。ちょっと座ろう。,Boiling. Let's sit for a bit.,,
lesson_ja_l26_d2,あそこ、日陰あるよ。,There's shade over there.,,
lesson_ja_l26_d3,さすが。よく気づいたね。,Nice one. Good spot.,,
lesson_ja_l27_0,元気だった？,How've you been?,,
lesson_ja_l27_1,ペン借りていい？,Can I borrow a pen?,,
lesson_ja_l27_2,危ないよ、そこ。,Careful — that's dangerous.,,
lesson_ja_l27_3,たまに会うよ。,We meet up now and then.,,
lesson_ja_l27_v0,働く,to work,,
lesson_ja_l27_v1,電車,train; electric train,,
lesson_ja_l27_v2,借りる,to borrow; to have a loan; to rent,,
lesson_ja_l27_v3,イメージ,image (in one's mind); impression; mental image,,
lesson_ja_l27_v4,選ぶ,to choose,,
lesson_ja_l27_v5,元気,"well, in good spirits",,
lesson_ja_l27_v6,困る,"to be stuck, to be in trouble",,
lesson_ja_l27_v7,山,a mountain,,
lesson_ja_l27_v8,バカ,idiot; moron; fool,,
lesson_ja_l27_v9,半分,half,,
lesson_ja_l27_v10,増える,to increase,,
lesson_ja_l27_v11,通り,a street; just as,,
lesson_ja_l27_v12,五百,five hundred,,
lesson_ja_l27_v13,危ない,dangerous; risky; hazardous,,
lesson_ja_l27_v14,市,city,,
lesson_ja_l27_v15,横,the side; beside,,
lesson_ja_l27_v16,伯父,uncle,,
lesson_ja_l27_v17,たまに,occasionally; once in a while; now and then,,
lesson_ja_l27_d0,電車、まだ止まってる。,Trains are still down.,,
lesson_ja_l27_d1,えー、困るんだけど。,Great. That's a problem.,,
lesson_ja_l27_d2,タクシー？半分出すよ。,Taxi? I'll go halves.,,
lesson_ja_l27_d3,助かる。ほんとありがと。,"Lifesaver. Thanks, really.",,
lesson_ja_l28_0,あとで連絡する。,I'll get in touch later.,,
lesson_ja_l28_1,だんだん慣れてきた。,I'm getting used to it.,,
lesson_ja_l28_2,それ引いてみて。,Try pulling that.,,
lesson_ja_l28_3,本読んだら？,Why not read a book?,,
lesson_ja_l28_v0,引く,to pull; to look up; to catch (a cold),,
lesson_ja_l28_v1,結婚,marriage,,
lesson_ja_l28_v2,偉い,great; excellent; admirable,,
lesson_ja_l28_v3,打つ,"to hit, to strike",,
lesson_ja_l28_v4,男,man; male; fellow,,
lesson_ja_l28_v5,たって,even if; even though,,
lesson_ja_l28_v6,だんだん,gradually; by degrees; little by little,,
lesson_ja_l28_v7,七十,seventy,,
lesson_ja_l28_v8,吸う,to smoke; to breathe in; to inhale,,
lesson_ja_l28_v9,生きる,"to live, to be alive",,
lesson_ja_l28_v10,格好,shape; form; figure,,
lesson_ja_l28_v11,連絡,"contact, getting in touch",,
lesson_ja_l28_v12,飛ぶ,"to fly, to jump",,
lesson_ja_l28_v13,こいつ,this bloke — rough,,
lesson_ja_l28_v14,本,a book,,
lesson_ja_l28_v15,かしら,"I wonder (soft, often feminine)",,
lesson_ja_l28_v16,だいぶ,considerably; greatly; a lot,,
lesson_ja_l28_v17,たら,if; once; how about,,
lesson_ja_l28_d0,あいつ、結婚したらしいよ。,Apparently that guy got married.,,
lesson_ja_l28_d1,えっ、まじで。連絡来た？,"What, seriously. Did he get in touch?",,
lesson_ja_l28_d2,ううん。人から聞いた。,Nope. Heard it from someone.,,
lesson_ja_l28_d3,だんだん、そういう歳だなあ。,"We're getting to that age, aren't we.",,
lesson_ja_l29_0,夏、暑すぎ。,Summer's too hot.,,
lesson_ja_l29_1,怒ってる？,Are you cross?,,
lesson_ja_l29_2,英語できる？,Do you speak English?,,
lesson_ja_l29_3,ちょっと重いね。,It's a bit heavy.,,
lesson_ja_l29_v0,休み,rest; recess; respite,,
lesson_ja_l29_v1,隣,"next door, beside",,
lesson_ja_l29_v2,生,raw; uncooked; fresh,,
lesson_ja_l29_v3,ヶ月,months (counter),,
lesson_ja_l29_v4,代,charge; cost; price,,
lesson_ja_l29_v5,嬉しい,happy; glad; pleased,,
lesson_ja_l29_v6,ホテル,hotel,,
lesson_ja_l29_v7,夏,summer,,
lesson_ja_l29_v8,数,"a number, a count",,
lesson_ja_l29_v9,泊まる,to stay at (e.g. hotel); to be docked; to be berthed,,
lesson_ja_l29_v10,世界,the world,,
lesson_ja_l29_v11,以外,"apart from, other than",,
lesson_ja_l29_v12,たくさん,"a lot, plenty",,
lesson_ja_l29_v13,英語,English (language),,
lesson_ja_l29_v14,テレビ,television; TV; TV program,,
lesson_ja_l29_v15,怒る,to get angry,,
lesson_ja_l29_v16,立つ,"to stand, to stand up",,
lesson_ja_l29_v17,重い,heavy,,
lesson_ja_l29_d0,来週、休み取れた。,I got next week off.,,
lesson_ja_l29_d1,えー、嬉しいじゃん。どこ行くの？,Nice one. Where are you going?,,
lesson_ja_l29_d2,二泊だけ。近くのホテル。,Just two nights. Hotel nearby.,,
lesson_ja_l29_d3,いいなあ。,Lucky you.,,
lesson_ja_l30_0,もう疲れた。,I'm done in.,,
lesson_ja_l30_1,これ捨てていい？,Can I chuck this?,,
lesson_ja_l30_2,実際どうなの？,What's it actually like?,,
lesson_ja_l30_3,それ渡しといて。,Pass that on for me.,,
lesson_ja_l30_v0,キロ,kilo-; 1000; kilogram,,
lesson_ja_l30_v1,実際,reality; actuality; truth,,
lesson_ja_l30_v2,払う,"to pay (e.g. money, bill); to brush off; to wipe away",,
lesson_ja_l30_v3,ひどい,"awful, terrible",,
lesson_ja_l30_v4,ぞ,"I'm telling you (blunt, male ending)",,
lesson_ja_l30_v5,感,feeling; sensation; emotion,,
lesson_ja_l30_v6,疲れる,to get tired,,
lesson_ja_l30_v7,九十,ninety,,
lesson_ja_l30_v8,あいつ,that bloke — rough,,
lesson_ja_l30_v9,二百,two hundred,,
lesson_ja_l30_v10,周り,the area around,,
lesson_ja_l30_v11,止まる,to stop (by itself),,
lesson_ja_l30_v12,渡す,"to hand over, to pass",,
lesson_ja_l30_v13,週間,weeks (counter),,
lesson_ja_l30_v14,カメラ,camera,,
lesson_ja_l30_v15,捨てる,to throw away,,
lesson_ja_l30_v16,点,a point; a mark,,
lesson_ja_l30_v17,いたす,to do — humble する,,
lesson_ja_l30_d0,ここ、僕が払うよ。,I'll get this one.,,
lesson_ja_l30_d1,えー、悪いよ。半分出す。,"No, that's not right. I'll go halves.",,
lesson_ja_l30_d2,いいって。この前もらったし。,It's fine. You got the last one.,,
lesson_ja_l30_d3,じゃあ次は絶対僕な。,"Next one's definitely mine, then.",,
word_ja_うう,うう,uhh; mmm (hesitating),,
word_ja_委員会,委員会,committee,,
word_ja_後ろ,後ろ,back; behind; rear,,
word_ja_毎日,毎日,every day,,
word_ja_説明,説明,explanation; exposition,,
word_ja_起きる,起きる,to get up; to rise; to blaze up (fire),,
word_ja_ライン,ライン,line; LINE (the messaging app),,
word_ja_女の子,女の子,girl; daughter; baby girl,,
word_ja_うー,うー,uhh (thinking out loud),,
word_ja_開く,開く,to open; to undo; to unseal,,
word_ja_生活,生活,living; life (one's daily existence); livelihood,,
word_ja_似る,似る,to resemble; to look like; to be like,,
word_ja_側,側,"side (of something, or taking someone's side); part; (watch) case",,
word_ja_広い,広い,spacious; vast; wide,,
word_ja_確認,確認,confirmation; verification; validation,,
word_ja_道,道,road; path; street,,
word_ja_探す,探す,to search for; to look for; to hunt for,,
word_ja_中学,中学,middle school,,
word_ja_感じる,感じる,to feel; to sense; to experience,,
word_ja_週,週,week,,
word_ja_口,口,mouth; opening; hole,,
word_ja_ワイン,ワイン,wine,,
word_ja_全員,全員,all members; all hands; everyone,,
word_ja_急,急,sudden; abrupt; unexpected,,
word_ja_始まる,始まる,to begin; to start; to commence,,
word_ja_笑う,笑う,to laugh; to smile; to sneer,,
word_ja_はず,はず,should (be); bound (to be); expected (to be),,
word_ja_ねん,ねん,…you know (Kansai sentence ending),,
word_ja_近く,近く,near; neighbourhood; neighborhood,,
word_ja_途中,途中,on the way; en route; halfway,,
word_ja_伯母,伯母,aunt,,
word_ja_区,区,ward; city district,,
word_ja_簡単,簡単,simple; easy; uncomplicated,,
word_ja_かなり,かなり,considerably; fairly; quite,,
word_ja_塩,塩,salt,,
word_ja_君,君,you; buddy; pal,,
word_ja_菓子,菓子,sweets; snacks (usually お菓子),,
word_ja_ほど,ほど,extent; degree; measure,,
word_ja_必ず,必ず,always; without exception; necessarily,,
word_ja_程度,程度,degree; amount; grade,,
word_ja_うち,うち,inside; within; while (e.g. one is young),,
word_ja_あり,あり,existing (at the present moment); alright; acceptable,,
word_ja_ゆっくり,ゆっくり,slowly; unhurriedly; without haste,,
word_ja_情報,情報,information; news; intelligence,,
word_ja_状態,状態,state; condition; situation,,
word_ja_得る,得る,to get; to earn; to acquire,,
word_ja_とにかく,とにかく,anyhow; at any rate; anyway,,
word_ja_勝つ,勝つ,to win; to gain victory,,
word_ja_野球,野球,baseball,,
word_ja_パソコン,パソコン,computer; PC,,
word_ja_県,県,prefecture,,
word_ja_聞こえる,聞こえる,to be heard; to be audible; to be said to be,,
word_ja_値段,値段,price,,
word_ja_国語,国語,Japanese class; national language,,
word_ja_完全,完全,perfect; complete,,
word_ja_チーズ,チーズ,cheese,,
word_ja_五千,五千,five thousand,,
word_ja_カレー,カレー,curry,,
word_ja_ボール,ボール,ball,,
word_ja_女,女,female; woman; female sex,,
word_ja_集まる,集まる,to gather; to collect; to assemble,,
word_ja_アイス,アイス,ice cream; iced (drink),,
word_ja_味噌,味噌,miso,,
word_ja_泊,泊,nights (counter for a stay),,
word_ja_混む,混む,to get crowded,,
word_ja_そして,そして,and then; and so,,
word_ja_彼女,彼女,she; her; girlfriend,,
word_ja_コース,コース,course; route; set menu,,
word_ja_杯,杯,cups; glasses (counter),,
word_ja_させる,させる,to make someone do; to let someone do,,
word_ja_サラダ,サラダ,salad,,
word_ja_弁当,弁当,bento; packed lunch,,
word_ja_班,班,group; team (at school or work),,
word_ja_返す,返す,to return (something); to restore; to put back,,
word_ja_センチ,センチ,centimetre,,
word_ja_力,力,force; strength; might,,
word_ja_家族,家族,family; members of a family,,
word_ja_しっかり,しっかり,tightly (holding on); firmly; securely,,
word_ja_自転車,自転車,bicycle,,
word_ja_勝手,勝手,one's own convenience; one's way; selfishness,,
word_ja_状況,状況,state of affairs (around you); situation; circumstances,,
word_ja_三百,三百,three hundred,,
word_ja_元,元,origin; source; base,,
word_ja_気づく,気づく,to notice; to recognize; to recognise,,
word_ja_準備,準備,preparation; arrangements; getting ready,,
word_ja_相手,相手,companion; partner; company,,
word_ja_ちび,ちび,little one; shorty,,
word_ja_娘,娘,"daughter; girl (i.e. a young, unmarried woman)",,
word_ja_温泉,温泉,hot spring; onsen,,
word_ja_名,名,name; given name; title,,
word_ja_日曜,日曜,Sunday,,
word_ja_用意,用意,preparation; arrangements; provision,,
word_ja_粉,粉,powder; flour,,
word_ja_首,首,neck; head; dismissal,,
word_ja_事務,事務,office work; admin,,
word_ja_白い,白い,white,,
word_ja_パス,パス,a pass; to pass on something,,
word_ja_不思議,不思議,wonderful; marvelous; strange,,
word_ja_なぜ,なぜ,why; how,,
word_ja_豆腐,豆腐,tofu,,
word_ja_十分,十分,enough; sufficient; plenty,,
word_ja_意識,意識,consciousness; becoming aware (of); awareness,,
word_ja_ラーメン,ラーメン,ramen,,
word_ja_企画,企画,a plan; a project,,
word_ja_心配,心配,worry; concern; anxiety,,
word_ja_ぜ,ぜ,"you know (blunt, male ending)",,
word_ja_続ける,続ける,to continue; to keep up; to keep on,,
word_ja_記憶,記憶,memory; recollection; remembrance,,
word_ja_飛行機,飛行機,aeroplane,,
word_ja_そもそも,そもそも,in the first place; to begin with; from the start,,
word_ja_優しい,優しい,tender; kind; gentle,,
word_ja_女性,女性,woman; female; feminine gender,,
word_ja_など,など,et cetera; etc.; and the like,,
word_ja_思い出す,思い出す,to recall; to remember; to recollect,,
word_ja_つもり,つもり,intention; plan; conviction,,
word_ja_国,国,country; state; region,,
word_ja_軽い,軽い,"light (i.e. not heavy); feeling light (i.e. offering little resistance, moving easily); light (i.e. of foot)",,
word_ja_結果,結果,result; consequence; outcome,,
word_ja_進む,進む,to advance; to go forward; to precede,,
word_ja_喜ぶ,喜ぶ,to be delighted; to be glad; to be pleased,,
word_ja_大きな,大きな,big; large; great,,
word_ja_理由,理由,reason; pretext; motive,,
word_ja_いきなり,いきなり,abruptly; suddenly; all of a sudden,,
word_ja_自由,自由,freedom; liberty,,
word_ja_負ける,負ける,to lose; to be defeated; to succumb,,
word_ja_離れる,離れる,to be separated; to be apart; to be distant,,
word_ja_泣く,泣く,to cry; to weep; to sob,,
word_ja_すべて,すべて,everything; all; the whole,,
word_ja_むしろ,むしろ,rather; better; instead,,
word_ja_見つける,見つける,to discover; to find (e.g. an error in a book); to come across,,
word_ja_そろそろ,そろそろ,slowly; quietly; steadily,,
word_ja_とても,とても,very; awfully; exceedingly,,
word_ja_続く,続く,to continue; to last; to go on,,
word_ja_反応,反応,reaction; response,,
word_ja_残す,残す,to leave (behind); to leave (undone); to not finish,,
word_ja_さらに,さらに,furthermore; again; after all,,
word_ja_届く,届く,to reach; to touch; to get to,,
word_ja_行動,行動,action; conduct; behaviour,,
word_ja_伝える,伝える,to convey; to report; to transmit,,
word_ja_赤い,赤い,red; crimson; scarlet,,
word_ja_心,心,mind; heart; spirit,,
word_ja_しばらく,しばらく,for a moment; for a minute; for a while,,
word_ja_落ち着く,落ち着く,to calm down; to compose oneself; to regain presence of mind,,
word_ja_ご,ご,honorific/polite/humble prefix; honorific suffix,,
word_ja_目的,目的,purpose; goal; aim,,
word_ja_肩,肩,shoulder,,
word_ja_一瞬,一瞬,instant; moment; for an instant,,
word_ja_逃げる,逃げる,to escape; to run away,,
word_ja_耳,耳,ear; hearing; edge,,
word_ja_恥ずかしい,恥ずかしい,embarrassing; embarrassed; ashamed,,
word_ja_指,指,finger; toe; digit,,
word_ja_方法,方法,method; process; manner,,
word_ja_理解,理解,understanding; comprehension; appreciation,,
word_ja_当然,当然,natural; right; proper,,
word_ja_消える,消える,to go out; to vanish; to disappear,,
word_ja_瞬間,瞬間,moment; second; instant,,
word_ja_せい,せい,consequence; outcome; result,,
word_ja_空,空,sky; the air; the heavens,,
word_ja_まさか,まさか,"by no means; never!; well, I never!",,
word_ja_求める,求める,to want; to wish for; to request,,
word_ja_仲間,仲間,company; fellow; colleague,,
word_ja_安心,安心,relief; peace of mind,,
word_ja_動き,動き,movement; move; motion,,
word_ja_向かう,向かう,to face; to go towards; to head towards,,
word_ja_幸せ,幸せ,happiness; good fortune; luck,,
word_ja_認める,認める,to recognize; to recognise; to observe,,
word_ja_思い,思い,thought; imagination; mind,,
word_ja_壁,壁,wall; partition; barrier,,
word_ja_想像,想像,imagination; guess,,
word_ja_光,光,light; illumination; ray,,
word_ja_突然,突然,abrupt; sudden; unexpected,,
word_ja_静か,静か,quiet; silent; slow,,
word_ja_夢,夢,dream,,
word_ja_神,神,god; deity; divinity,,
word_ja_服,服,"clothes (esp. Western clothes); counter for doses of medicine, gulps of tea, drags of a cigarette, etc.",,
word_ja_空気,空気,air; atmosphere; mood,,
word_ja_考え,考え,thinking; thought; view,,
word_ja_守る,守る,to protect; to guard; to defend,,
word_ja_血,血,blood; blood; ancestry,,
word_ja_助ける,助ける,to save; to rescue; to help,,
word_ja_向ける,向ける,to turn towards; to point,,
word_ja_期待,期待,expectation; anticipation; hope,,
word_ja_不安,不安,anxiety; uneasiness; worry,,
word_ja_与える,与える,to give (esp. to someone of lower status); to bestow; to grant,,
word_ja_気分,気分,feeling; mood,,
word_ja_自身,自身,(one's) self; oneself,,
word_ja_つまり,つまり,that is to say; that is; in other words,,
