ID,Japanese_Text,English_Text,Japanese_Female_Sound,Japanese_Male_Sound
lesson_ja_l33_v10,やってくる,"to come along, to turn up",,
lesson_ja_l33_v11,倒れる,"to fall over, to collapse",,
lesson_ja_l33_v12,人生,"a life, one’s life",,
lesson_ja_l33_v13,襲う,"to attack, to strike",,
lesson_ja_l33_v14,料理,cooking; a dish,,
lesson_ja_l33_v15,決して,never — with a negative,,
lesson_ja_l33_v16,愛する,to love,,
lesson_ja_l33_v17,黒い,black,,
lesson_ja_l33_d0,せっかく料理したのに、来ないの？,I went to the trouble of cooking and you’re not coming?,,
lesson_ja_l33_d1,ごめん、無事に着いたけど遅くて。,"Sorry — got here safe, just late.",,
lesson_ja_l33_d2,意外だな。間違いないと思ってた。,That’s a surprise. I thought it was a sure thing.,,
lesson_ja_l33_d3,風が熱いから、外は無理だよ。,The wind’s hot — outside is a non-starter.,,
lesson_ja_l34_0,だいぶ慣れてきた。,I’m getting used to it now.,,
lesson_ja_l34_1,今日はちょっと疲れてる。,I’m a bit tired today.,,
lesson_ja_l34_2,珍しいこともあるね。,"Well, that doesn’t happen often.",,
lesson_ja_l34_3,どうしても行きたい。,I really want to go.,,
lesson_ja_l34_v0,冷たい,cold (to the touch); cold-hearted,,
lesson_ja_l34_v1,合わせる,"to put together, to match",,
lesson_ja_l34_v2,楽しむ,to enjoy,,
lesson_ja_l34_v3,自然,nature; natural,,
lesson_ja_l34_v4,納得,"being convinced, satisfied",,
lesson_ja_l34_v5,周り,the area around,,
lesson_ja_l34_v6,どうも,thanks; hello; somehow,,
lesson_ja_l34_v7,珍しい,"rare, unusual",,
lesson_ja_l34_v8,どうしても,no matter what,,
lesson_ja_l34_v9,疲れる,to get tired,,
lesson_ja_l34_v10,必死,"desperate, frantic",,
lesson_ja_l34_v11,前に,before; in front,,
lesson_ja_l34_v12,内,"within, inside",,
lesson_ja_l34_v13,追う,"to chase, to follow",,
lesson_ja_l34_v14,激しい,"intense, violent",,
lesson_ja_l34_v15,場,"a place, the scene",,
lesson_ja_l34_v16,食う,to eat — rough,,
lesson_ja_l34_v17,慣れる,to get used to,,
lesson_ja_l34_d0,どうも、久しぶり。疲れてる？,Hey — long time. You look tired.,,
lesson_ja_l34_d1,ちょっとね。でも慣れてきた。,"A bit. Getting used to it, though.",,
lesson_ja_l34_d2,珍しいね、君がそう言うの。,"That’s rare, you saying that.",,
lesson_ja_l34_d3,どうしても納得できなくてさ。,I just can’t get my head round it.,,
lesson_ja_l35_0,着いたら連絡して。,Get in touch when you arrive.,,
lesson_ja_l35_1,お金、持ってる？,Have you got money on you?,,
lesson_ja_l35_2,ちょっと緊張してる。,I’m a bit nervous.,,
lesson_ja_l35_3,まずは食事にしよう。,Let’s eat first.,,
lesson_ja_l35_v0,勢い,"momentum, force",,
lesson_ja_l35_v1,答え,an answer,,
lesson_ja_l35_v2,落とす,"to drop, to lose",,
lesson_ja_l35_v3,同時に,at the same time,,
lesson_ja_l35_v4,判断,"a judgement, a call",,
lesson_ja_l35_v5,横,the side; beside,,
lesson_ja_l35_v6,町,a town,,
lesson_ja_l35_v7,報告,a report,,
lesson_ja_l35_v8,食事,a meal,,
lesson_ja_l35_v9,緊張,"nerves, tension",,
lesson_ja_l35_v10,金,money,,
lesson_ja_l35_v11,受け取る,"to receive, to accept",,
lesson_ja_l35_v12,まずは,first of all,,
lesson_ja_l35_v13,感謝,gratitude,,
lesson_ja_l35_v14,日本,Japan,,
lesson_ja_l35_v15,並ぶ,"to line up, to queue",,
lesson_ja_l35_v16,避ける,to avoid,,
lesson_ja_l35_v17,連絡,"contact, getting in touch",,
lesson_ja_l35_d0,着いたら連絡してね。,Let me know when you get there.,,
lesson_ja_l35_d1,うん。まずは食事してから行く。,"Yeah. I’ll eat first, then head over.",,
lesson_ja_l35_d2,金、落とさないようにね。,Try not to drop your money.,,
lesson_ja_l35_d3,緊張するようなこと言うなよ。,Don’t say things that make me nervous.,,
lesson_ja_l36_0,一応、持ってきた。,"I brought it, just in case.",,
lesson_ja_l36_1,いろいろあってさ。,A lot’s been going on.,,
lesson_ja_l36_2,まだ諦めてない。,I haven’t given up yet.,,
lesson_ja_l36_3,いつか行ってみたい。,I’d like to go someday.,,
lesson_ja_l36_v0,奪う,"to snatch, to take away",,
lesson_ja_l36_v1,過ごす,to spend (time),,
lesson_ja_l36_v2,狙う,"to aim at, to target",,
lesson_ja_l36_v3,向く,to face; to suit,,
lesson_ja_l36_v4,諦める,to give up,,
lesson_ja_l36_v5,足りる,to be enough,,
lesson_ja_l36_v6,いろいろ,various; all sorts,,
lesson_ja_l36_v7,話をする,to have a talk,,
lesson_ja_l36_v8,望む,"to wish for, to hope",,
lesson_ja_l36_v9,一応,technically; more or less,,
lesson_ja_l36_v10,特別,special,,
lesson_ja_l36_v11,救う,"to save, to rescue",,
lesson_ja_l36_v12,帰ってくる,to come back home,,
lesson_ja_l36_v13,時代,"an era, the times",,
lesson_ja_l36_v14,いらっしゃる,"to be, to come — honorific",,
lesson_ja_l36_v15,いつか,someday; at some point,,
lesson_ja_l36_v16,終わり,the end,,
lesson_ja_l36_v17,語る,"to tell, to narrate",,
lesson_ja_l36_d0,もう諦めたの？,Have you given up already?,,
lesson_ja_l36_d1,一応、まだ続けてるけど。,Technically I’m still at it.,,
lesson_ja_l36_d2,いろいろあったし、時間も足りないよね。,"A lot’s happened, and there’s not enough time.",,
lesson_ja_l36_d3,いつか、ちゃんと話をするよ。,One day I’ll tell you properly.,,
word_ja_繰り返す,繰り返す,to repeat; to do something over again,,
word_ja_助かる,助かる,to be saved; to be rescued; to survive,,
word_ja_点,点,dot; spot; point,,
word_ja_運ぶ,運ぶ,to carry; to transport; to move,,
word_ja_素直,素直,obedient; meek; docile,,
word_ja_態度,態度,attitude; manner; behaviour,,
word_ja_失敗,失敗,failure; mistake; blunder,,
word_ja_木,木,tree; shrub; bush,,
word_ja_それぞれ,それぞれ,each; respectively,,
word_ja_内容,内容,contents; content; substance,,
word_ja_と言われる,と言われる,to be called ...; to be referred to as ...,,
word_ja_示す,示す,to (take out and) show; to demonstrate; to tell,,
word_ja_妙,妙,strange; weird; odd,,
word_ja_冗談,冗談,jest; joke; funny story,,
word_ja_自ら,自ら,oneself; oneself; for oneself,,
word_ja_低い,低い,"low (rank, degree, value, content, quality, etc.); low (position); close to the ground",,
word_ja_わざわざ,わざわざ,expressly; especially; taking the trouble (to do),,
word_ja_そっち,そっち,that way; that direction; there,,
word_ja_雰囲気,雰囲気,atmosphere; mood; ambience,,
word_ja_はっきり,はっきり,clearly; plainly; distinctly,,
word_ja_移動,移動,movement; transfer; migration,,
word_ja_過去,過去,the past; bygone days; one's past (that one would prefer remained secret),,
word_ja_手伝う,手伝う,to help; to assist; to aid,,
word_ja_描く,描く,to draw; to paint; to sketch,,
word_ja_余裕,余裕,surplus; margin; leeway,,
word_ja_なんとか,なんとか,something; something or other; so-and-so,,
word_ja_出会う,出会う,to meet (by chance); to come across; to run across,,
word_ja_やっと,やっと,at last; finally; barely,,
word_ja_嫌い,嫌い,disliked; hated; disagreeable,,
word_ja_質問,質問,question; inquiry; enquiry,,
word_ja_人々,人々,people; men and women; each person,,
word_ja_どれ,どれ,which (of three or more); well; now,,
word_ja_現実,現実,reality; actuality; hard fact,,
word_ja_感覚,感覚,sense; sensation; feeling,,
word_ja_正しい,正しい,right; correct; proper,,
word_ja_未来,未来,the future (usually distant); future tense; the world to come,,
word_ja_興味,興味,interest (in something); curiosity (about something); zest (for),,
word_ja_遠い,遠い,far; distant; far away,,
word_ja_本人,本人,the person in question; the person themselves; said person,,
word_ja_能力,能力,ability; faculty,,
word_ja_あの人,あの人,he; she; that person,,
word_ja_っぽい,っぽい,-ish; -like,,
word_ja_その場,その場,there; that situation; that occasion,,
word_ja_事情,事情,circumstances; conditions; situation,,
word_ja_暗い,暗い,dark; gloomy; murky,,
word_ja_あそこ,あそこ,there; over there; that place,,
word_ja_休む,休む,to be absent; to take a day off; to rest,,
word_ja_一緒,一緒,together; at the same time; same,,
word_ja_なさる,なさる,to do,,
word_ja_息,息,breath; breathing; tone,,
word_ja_これまで,これまで,so far; up to now; hitherto,,
word_ja_予定,予定,plans; arrangement; schedule,,
word_ja_伝わる,伝わる,to be handed down; to be introduced; to be transmitted,,
word_ja_距離,距離,distance; range,,
word_ja_どうせ,どうせ,anyhow; in any case; at any rate,,
word_ja_多く,多く,many; much; plenty,,
word_ja_残念,残念,deplorable; regrettable; disappointing,,
word_ja_終える,終える,to finish; to graduate,,
word_ja_覚悟,覚悟,readiness; preparedness; resolution,,
word_ja_勉強,勉強,study; diligence; discount,,
word_ja_さすが,さすが,as one would expect; just as you'd expect (from); just like (someone),,
word_ja_よし,よし,good; excellent; fine,,
word_ja_だけに,だけに,"given that ... it is only natural that ...; ... being the case, it is unavoidable that ...; (precisely) because ...",,
word_ja_自信,自信,self-confidence; confidence (in oneself),,
word_ja_我慢,我慢,endurance; patience; perseverance,,
word_ja_相談,相談,consultation; discussion; discussing,,
word_ja_死,死,death; decease; death penalty (by strangulation or decapitation),,
word_ja_増える,増える,to increase; to multiply,,
word_ja_離す,離す,to separate; to part; to divide,,
word_ja_半分,半分,half,,
word_ja_人物,人物,person; character; figure,,
word_ja_回る,回る,to turn; to revolve; to visit several places,,
word_ja_親,親,parent; parents; mother and father,,
word_ja_弱い,弱い,weak; frail; delicate,,
word_ja_立てる,立てる,to stand up; to put up; to set up,,
word_ja_この人,この人,this person,,
word_ja_打つ,打つ,to hit; to strike; to knock,,
word_ja_席,席,"seat; location (of a gathering, etc.); place",,
word_ja_経験,経験,experience,,
word_ja_よろしく,よろしく,well; properly; suitably,,
word_ja_すっかり,すっかり,all; completely; totally,,
word_ja_現在,現在,now; current; present,,
word_ja_広がる,広がる,to spread (out); to extend; to stretch,,
word_ja_振る,振る,to wave; to shake; to swing,,
word_ja_集める,集める,to collect; to assemble; to gather,,
word_ja_当たる,当たる,to be hit; to strike; to touch,,
word_ja_直接,直接,direct; immediate; personal,,
word_ja_数,数,number; amount,,
word_ja_明るい,明るい,light; well-lit; well-lighted,,
word_ja_ということは,ということは,that is to say; so that means,,
word_ja_件,件,matter; affair; case,,
word_ja_当たり前,当たり前,natural; reasonable; obvious,,
word_ja_お金,お金,money,,
word_ja_抱える,抱える,"to hold or carry under or in the arms; to have (esp. problems, debts, etc.); to employ",,
word_ja_連れる,連れる,to take (someone) with one; to bring along; to go with,,
word_ja_他人,他人,another person; other people; others,,
word_ja_母親,母親,mother,,
word_ja_忙しい,忙しい,busy; occupied; hectic,,
word_ja_寂しい,寂しい,lonely; lonesome; solitary,,
word_ja_くださる,くださる,to give; to confer; to bestow,,
word_ja_誘う,誘う,to invite; to ask (someone to do); to call (for),,
word_ja_いたす,いたす,to do,,
word_ja_立場,立場,position; situation; viewpoint,,
word_ja_他に,他に,in addition; besides,,
word_ja_大好き,大好き,loveable; very likeable; like very much,,
word_ja_協力,協力,cooperation; collaboration,,
word_ja_抜ける,抜ける,to come out; to fall out; to be omitted,,
word_ja_持ってくる,持ってくる,to bring; to take (something) along; to fetch,,
word_ja_詳しい,詳しい,detailed; full; minute,,
word_ja_押す,押す,to push; to press; to apply pressure from above,,
word_ja_愛,愛,love; affection; care,,
word_ja_変化,変化,change; variation; alteration,,
word_ja_男性,男性,man; male; masculine gender,,
word_ja_ような気がする,ような気がする,(I) think (that); (I) have a feeling (that); (I) fancy (that),,
word_ja_車,車,car; automobile; vehicle,,
word_ja_断る,断る,to refuse; to reject; to dismiss,,
word_ja_利用,利用,use; utilization; utilisation,,
word_ja_熱,熱,heat; fever; temperature,,
word_ja_抱く,抱く,to hold in one's arms (e.g. a baby); to embrace; to hug,,
word_ja_苦しい,苦しい,painful; difficult; tough,,
word_ja_最高,最高,most; highest; maximum,,
word_ja_満足,満足,satisfaction; contentment; gratification,,
word_ja_無視,無視,disregarding; ignoring,,
word_ja_余計,余計,too many; too much; excessive,,
word_ja_一気に,一気に,in one go; in one gulp; in one breath,,
word_ja_どちら,どちら,which way; which direction; where,,
word_ja_成功,成功,success; hit,,
word_ja_限り,限り,limit; limits; bounds,,
word_ja_父親,父親,father,,
word_ja_通る,通る,to go by; to go past; to go along,,
word_ja_暮らす,暮らす,to live; to get along; to spend (time),,
word_ja_雨,雨,rain; rainy day; rainy weather,,
word_ja_写真,写真,photograph; photo; picture,,
word_ja_火,火,fire; flame; blaze,,
word_ja_否定,否定,denial; negation; repudiation,,
word_ja_借りる,借りる,to borrow; to have a loan; to rent,,
word_ja_面倒,面倒,trouble; bother; trouble,,
word_ja_人たち,人たち,people,,
word_ja_厳しい,厳しい,severe; strict; rigid,,
word_ja_危ない,危ない,dangerous; risky; hazardous,,
word_ja_ときに,ときに,by the way; incidentally; sometimes,,
word_ja_今から,今から,from now; from the present moment; from this time forward,,
word_ja_参加,参加,participation; joining; entry,,
word_ja_隠れる,隠れる,to hide; to be hidden; to conceal oneself,,
word_ja_裏,裏,opposite side; bottom; other side,,
word_ja_短い,短い,short; brief,,
word_ja_ちょうど,ちょうど,exactly; precisely; just,,
word_ja_機会,機会,chance; opportunity,,
word_ja_恐ろしい,恐ろしい,terrible; dreadful; terrifying,,
word_ja_大人,大人,adult; grown-up,,
word_ja_売る,売る,to sell,,
word_ja_輝く,輝く,to shine; to glitter; to sparkle,,
word_ja_すぎ,すぎ,past; after; too (much),,
word_ja_耐える,耐える,to bear; to stand; to endure,,
word_ja_悲しい,悲しい,sad; miserable; unhappy,,
word_ja_たとえ,たとえ,even if; no matter (what); if,,
word_ja_受け入れる,受け入れる,to accept; to receive; to agree,,
word_ja_味,味,flavor; flavour; taste,,
word_ja_迷う,迷う,to lose one's way; to get lost; to waver,,
word_ja_手に入れる,手に入れる,to obtain; to procure,,
word_ja_どんどん,どんどん,drumming (noise); beating; pounding,,
word_ja_関係ない,関係ない,unrelated; irrelevant; unconcerned,,
word_ja_秘密,秘密,secret; secrecy; confidentiality,,
word_ja_部,部,department (in an organization); division; bureau,,
word_ja_例,例,custom; practice; habit,,
word_ja_いずれ,いずれ,where; which; who,,
word_ja_包む,包む,to wrap up; to pack; to bundle,,
word_ja_川,川,river; stream; River,,
word_ja_着く,着く,to arrive at; to reach; to sit on,,
word_ja_明らか,明らか,clear; obvious; evident,,
word_ja_そのもの,そのもの,the very thing; itself,,
word_ja_地,地,earth; ground; land,,
word_ja_願う,願う,to desire; to wish; to hope,,
word_ja_位置,位置,place; situation; position,,
word_ja_方向,方向,direction; orientation; bearing,,
word_ja_戻す,戻す,to put back; to return; to give back,,
word_ja_一部,一部,one part; one portion; one section,,
word_ja_客,客,guest; visitor; customer,,
word_ja_薄い,薄い,thin; pale; light,,
word_ja_よろしい,よろしい,good; OK; all right,,
word_ja_調子,調子,tune; tone; key,,
word_ja_迎える,迎える,to go out to meet; to receive; to welcome,,
word_ja_流す,流す,to drain; to pour; to spill,,
word_ja_新た,新た,new; fresh; novel,,
word_ja_平気,平気,coolness; calmness; composure,,
word_ja_外す,外す,to remove; to take off; to detach,,
word_ja_改めて,改めて,another time; again; over again,,
word_ja_進める,進める,"to advance; to move forward; to put (a clock, watch) forward",,
word_ja_うるさい,うるさい,noisy; loud; annoying,,
word_ja_去る,去る,to leave; to go away; to pass,,
word_ja_腹,腹,abdomen; belly; stomach,,
word_ja_たまに,たまに,occasionally; once in a while; now and then,,
word_ja_と思われる,と思われる,be considered; be deemed; be thought to be,,
word_ja_間違う,間違う,to make a mistake; to be incorrect; to be mistaken,,
word_ja_実際,実際,reality; actuality; truth,,
word_ja_皆さん,皆さん,all; everyone; everybody,,
word_ja_悩む,悩む,to be worried; to be troubled,,
word_ja_迫る,迫る,to approach; to draw near; to be imminent,,
word_ja_まだまだ,まだまだ,still; much more; (not) yet,,
word_ja_第一,第一,first; foremost; number one,,
word_ja_友人,友人,friend,,
word_ja_練習,練習,practice; training; drill,,
word_ja_まさに,まさに,exactly; surely; certainly,,
word_ja_疑う,疑う,to doubt; to distrust; to be suspicious of,,
word_ja_目指す,目指す,"to aim at (for, to do, to become); to try for; to have an eye on",,
word_ja_右,右,right; right-hand side; afore-mentioned (esp. in vertical Japanese writing),,
word_ja_消す,消す,to erase; to delete; to cross out,,
word_ja_気に入る,気に入る,to like; to be pleased with; to be delighted with,,
word_ja_払う,払う,"to pay (e.g. money, bill); to brush off; to wipe away",,
word_ja_性格,性格,character (of a person); personality; disposition,,
word_ja_かつて,かつて,once; before; formerly,,
word_ja_遠く,遠く,far away; distant; at a distance,,
word_ja_今後,今後,from now on; hereafter,,
word_ja_発見,発見,discovery; detection; finding,,
word_ja_ことがない,ことがない,(something) has never occurred; to have never done (something); such a thing has not happened,,
word_ja_同じよう,同じよう,similar,,
word_ja_希望,希望,hope; wish; aspiration,,
word_ja_ついに,ついに,finally; at last; in the end,,
word_ja_集中,集中,concentration; focusing; convergence,,
word_ja_万,万,"10,000; ten thousand; myriad",,
word_ja_効果,効果,effect; effectiveness; efficacy,,
word_ja_意見,意見,opinion; view; comment,,
word_ja_何より,何より,above anything else; above all; more than anything,,
word_ja_息子,息子,son; penis,,
word_ja_訪れる,訪れる,"to visit; to call on; to arrive (season, time, situation, etc.)",,
word_ja_であれば,であれば,if it is the case that ...,,
word_ja_証拠,証拠,evidence; proof,,
word_ja_一日,一日,one day; all day (long); throughout the day,,
word_ja_月,月,moon; month,,
word_ja_遠慮,遠慮,reserve; constraint; restraint,,
word_ja_実際に,実際に,actually; really; truly,,
word_ja_暇,暇,spare time; free time; leisure,,
word_ja_影響,影響,influence; effect; to influence,,
word_ja_相当,相当,"corresponding to (in meaning, function, etc.); being equivalent to; appropriate",,
word_ja_なし,なし,without; unacceptable; not alright,,
word_ja_建物,建物,building,,
word_ja_ほぼ,ほぼ,almost; roughly; approximately,,
word_ja_重要,重要,important; momentous; essential,,
word_ja_後悔,後悔,regret; repentance; remorse,,
word_ja_いなくなる,いなくなる,to disappear (of people or animals); to go (away); to leave,,
word_ja_紹介,紹介,introduction; presentation; referral,,
word_ja_疑問,疑問,doubt; question; suspicion,,
word_ja_抜く,抜く,to pull out; to draw out; to extract,,
word_ja_楽,楽,comfort; ease; relief,,
word_ja_予想,予想,expectation; anticipation; prediction,,
word_ja_超える,超える,to cross over; to cross; to pass through,,
word_ja_努力,努力,effort; exertion; endeavour,,
word_ja_円,円,yen (Japanese monetary unit); circle,,
word_ja_立派,立派,splendid; fine; handsome,,
word_ja_一方,一方,one (esp. of two); the other; one way,,
word_ja_確実,確実,certain; sure; definite,,
word_ja_当時,当時,at that time; in those days,,
word_ja_妻,妻,wife; my dear; dear,,
word_ja_通う,通う,"to go to and from (a place); to go back and forth between; to run between (e.g. bus, train, etc.)",,
word_ja_流れ,流れ,flow (of a fluid or gas); stream; current,,
word_ja_責任,責任,duty; responsibility (incl. supervision of staff); liability,,
word_ja_偶然,偶然,coincidence; chance; accident,,
word_ja_作業,作業,work; operation; manufacturing,,
word_ja_運命,運命,fate; destiny; lot,,
word_ja_どの,どの,which; what (way),,
word_ja_伸びる,伸びる,to stretch; to extend; to lengthen,,
word_ja_下がる,下がる,to come down; to go down; to fall,,
word_ja_気をつける,気をつける,to be careful; to pay attention; to take care,,
word_ja_可能,可能,possible; potential; practicable,,
word_ja_支える,支える,to support; to prop; to sustain,,
word_ja_非常,非常,emergency; extraordinary; unusual,,
word_ja_一歩,一歩,(a) step; one step; level,,
word_ja_最も,最も,most; extremely,,
word_ja_確かめる,確かめる,to ascertain; to check; to make sure,,
word_ja_乗せる,乗せる,to place on (something); to give (someone) a ride; to give a lift,,
word_ja_お話,お話,story; tale; talk,,
word_ja_常に,常に,always; constantly,,
word_ja_通じる,通じる,to be open (to traffic); to lead to; to communicate (with),,
word_ja_得意,得意,triumph; prosperity; pride,,
word_ja_二度と,二度と,never again,,
word_ja_関わる,関わる,to be affected; to be influenced; to be concerned with,,
word_ja_あんなに,あんなに,to that extent; to that degree; so much,,
word_ja_成長,成長,growth; development; growing up,,
word_ja_遅れる,遅れる,to be late; to be delayed; to fall behind schedule,,
word_ja_本来,本来,originally; primarily; essentially,,
word_ja_きり,きり,end; finish; stop,,
word_ja_注意,注意,caution; being careful; attention (heed),,
word_ja_夏,夏,summer,,
word_ja_取れる,取れる,"to come off; to be removed; to disappear (of pain, a fever, etc.)",,
word_ja_計画,計画,plan; project; schedule,,
word_ja_直す,直す,to cure; to heal; to fix,,
word_ja_問う,問う,to ask; to inquire; to blame (someone) for,,
word_ja_役,役,role; assignment; responsibility,,
word_ja_その日,その日,that day; the very same day,,
word_ja_解決,解決,settlement; solution; resolution,,
word_ja_扱う,扱う,to deal with (a person); to treat; to handle,,
word_ja_重ねる,重ねる,to pile up; to heap up; to stack up,,
word_ja_ものがある,ものがある,to be the case that,,
word_ja_混乱,混乱,disorder; chaos; confusion,,
word_ja_案内,案内,guidance; leading (the way); showing around,,
word_ja_寒い,寒い,cold (e.g. weather); uninteresting (esp. joke); lame,,
word_ja_罪,罪,crime; sin; wrongdoing,,
word_ja_事態,事態,situation; (present) state of affairs; circumstances,,
word_ja_行為,行為,act; deed; conduct,,
word_ja_いつまでも,いつまでも,forever; for good; eternally,,
word_ja_中心,中心,center; centre; middle,,
word_ja_条件,条件,condition; term; requirement,,
word_ja_屋,屋,(something) shop; somebody who sells (something) or works as (something); somebody with a (certain) personality trait,,
word_ja_左,左,left; left hand side,,
word_ja_型,型,"model; type (e.g. of machine, goods, etc.); type",,
word_ja_展開,展開,development; evolution; progression,,
word_ja_残り,残り,remnant; residue; remaining,,
word_ja_量,量,quantity; amount; volume,,
word_ja_一切,一切,all; everything; entirety,,
word_ja_迷惑,迷惑,trouble; bother; annoyance,,
word_ja_古い,古い,old; aged; ancient,,
word_ja_結ぶ,結ぶ,to tie; to bind; to link,,
word_ja_別れる,別れる,to part (usu. of people); to part from; to part with,,
word_ja_抑える,抑える,to keep within limits (e.g. spending); to restrain (e.g. emotions); to control,,
word_ja_番,番,number (in a series); (one's) turn; watch,,
word_ja_楽しみ,楽しみ,enjoyment; pleasure; diversion,,
word_ja_日々,日々,every day; daily; day after day,,
word_ja_間違い,間違い,mistake; error; blunder,,
word_ja_なお,なお,still; yet; more,,
word_ja_その人,その人,the person in question; prominent figure; distinguished person,,
word_ja_頼る,頼る,to rely on; to depend on; to count on,,
word_ja_目立つ,目立つ,to be conspicuous; to stand out,,
word_ja_苦労,苦労,trouble; hardship; difficulty,,
word_ja_ごと,ごと,each; every,,
word_ja_信用,信用,confidence; trust; faith,,
word_ja_唯一,唯一,only; sole; unique,,
word_ja_寄る,寄る,to approach; to draw near; to come near,,
word_ja_減る,減る,to decrease (in size or number); to diminish; to abate,,
word_ja_間に合う,間に合う,"to be in time (for); to serve (suit, meet) the purpose; to be good enough",,
word_ja_到着,到着,arrival,,
word_ja_面,面,face; mask; face guard,,
word_ja_差,差,difference; variation; difference,,
word_ja_時には,時には,at times; occasionally,,
word_ja_価値,価値,value; worth; merit,,
word_ja_対応,対応,correspondence (to); equivalence; suitability,,
word_ja_額,額,(picture) frame; framed picture; amount (esp. of money),,
word_ja_含む,含む,to contain; to comprise; to have,,
word_ja_まとめる,まとめる,to collect; to put (it all) together; to integrate,,
word_ja_有名,有名,famous; fame,,
word_ja_反対,反対,opposition; resistance; antagonism,,
word_ja_安全,安全,safety; security,,
word_ja_ついてる,ついてる,to be lucky; to be in luck; to be attached,,
word_ja_ぶり,ぶり,style; manner; way,,
word_ja_午後,午後,afternoon; p.m.,,
word_ja_切れる,切れる,to break; to snap; to be cut,,
word_ja_活動,活動,"activity (of a person, organization, animal, volcano, etc.); action; movie (esp. during the silent movie period)",,
word_ja_時期,時期,time; season; period,,
word_ja_際,際,on the occasion of; circumstances; juncture,,
word_ja_正確,正確,accurate; correct; precise,,
word_ja_以来,以来,since; henceforth,,
word_ja_大きくなる,大きくなる,to grow up; to become an adult; to become big,,
word_ja_完成,完成,complete; completion; perfection,,
word_ja_なり,なり,style; way; shape,,
word_ja_貸す,貸す,to lend; to loan; to rent out,,
word_ja_新,新,new; neo-; newness,,
word_ja_たった,たった,only; merely; but,,
word_ja_降る,降る,"to fall (of rain, snow, ash, etc.); to come down; to form (of frost)",,
word_ja_狭い,狭い,narrow; confined; small,,
word_ja_出かける,出かける,to go out (e.g. on an excursion or outing); to leave; to depart,,
word_ja_至る,至る,to arrive at (e.g. a decision); to reach (a stage); to attain,,
word_ja_でもある,でもある,to also be (implies that as well as the earlier stated this is also the case); to be ... or something,,
word_ja_一生,一生,whole life; a lifetime; all through life,,
word_ja_信頼,信頼,reliance; trust; faith,,
word_ja_不満,不満,dissatisfaction; discontent; displeasure,,
word_ja_全体,全体,whole; entirety; whatever (is the matter),,
word_ja_よる,よる,to be due to; to be caused by; to depend on,,
word_ja_病気,病気,"illness (usu. excluding minor ailments, e.g. colds); disease; sickness",,
word_ja_複雑,複雑,complex; complicated; intricate,,
word_ja_代,代,charge; cost; price,,
word_ja_含める,含める,to include (in a group or scope); to instruct; to make one understand,,
word_ja_違い,違い,difference; distinction; discrepancy,,
word_ja_育てる,育てる,to raise; to rear; to bring up,,
word_ja_にくい,にくい,hateful; abominable; poor-looking,,
word_ja_保つ,保つ,to keep; to preserve; to hold,,
word_ja_回,回,counter for occurrences; a time; an instance,,
word_ja_通す,通す,to stick through; to force through; to spread throughout,,
word_ja_役に立つ,役に立つ,to be helpful; to be useful,,
word_ja_学ぶ,学ぶ,to study (in depth); to learn; to take lessons in,,
word_ja_このよう,このよう,like this; this sort; this way,,
word_ja_比べる,比べる,to compare; to make a comparison; to compete,,
word_ja_限る,限る,to restrict; to limit; to confine,,
word_ja_対象,対象,"target; object (of worship, study, etc.); subject (of taxation, etc.)",,
word_ja_度,度,"degree (angle, temperature, scale, etc.); counter for occurrences; strength (of glasses)",,
word_ja_そのうち,そのうち,before very long; soon; someday,,
word_ja_世の中,世の中,society; the world; the times,,
word_ja_加える,加える,to add; to add up; to sum up,,
word_ja_亡くなる,亡くなる,to die,,
word_ja_最大,最大,biggest; greatest; largest,,
word_ja_人気,人気,popularity; public favor; condition (e.g. market),,
word_ja_及ぶ,及ぶ,to reach; to amount to; to befall,,
word_ja_将来,将来,future (usually near); prospects,,
word_ja_種類,種類,variety; kind; type,,
word_ja_半,半,half; semi-; half-past,,
word_ja_苦しむ,苦しむ,to suffer; to groan; to be worried,,
word_ja_訴える,訴える,"to raise; to bring to (someone's attention); to appeal to (reason, emotions, etc.)",,
word_ja_ずつ,ずつ,apiece; each; at a time,,
word_ja_たつ,たつ,to pass (of time); to elapse,,
word_ja_関する,関する,to concern; to be related,,
word_ja_決定,決定,decision; determination,,
word_ja_なくす,なくす,to lose (something); to mislay; to get rid of,,
word_ja_分ける,分ける,to divide (into); to split (into); to part,,
word_ja_いわゆる,いわゆる,what is called; as it is called; the so-called,,
word_ja_よな,よな,isn't that right?,,
word_ja_視線,視線,one's line of sight; one's gaze; one's eyes (looking),,
word_ja_嬉しい,嬉しい,happy; glad; pleased,,
word_ja_ダメ,ダメ,no good; not serving its purpose; useless,,
word_ja_見つめる,見つめる,to stare at; to gaze at; to look hard at,,
word_ja_少女,少女,little girl; maiden; young lady,,
word_ja_扉,扉,door; gate; opening,,
word_ja_もしかして,もしかして,perhaps; possibly; maybe,,
word_ja_俺たち,俺たち,we; us,,
word_ja_瞳,瞳,pupil (of eye); eye,,
word_ja_先輩,先輩,senior (at work or school); superior; elder,,
word_ja_はあ,はあ,yes; indeed; well,,
word_ja_五,五,five,,
word_ja_慌てる,慌てる,"to become confused (disconcerted, disorganized, disorganised); to be flustered; to panic",,
word_ja_というか,というか,or rather (say); or better (say); or perhaps I should say,,
word_ja_なんだか,なんだか,(a) little; somewhat; somehow,,
